Time,in_V_M1,in_V_M2,in_V_M3,in_V_M4,out_W_M1,out_W_M2,out_W_M3,out_W_M4,V_Batt,j
19039,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,13.31,95
19049,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,13.32,96
19059,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,13.31,97
19069,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,13.32,98
19079,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,13.31,99
19089,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,13.32,0
19099,8.50,8.50,8.50,8.50,-0.28,-0.14,0.00,-0.00,13.32,1
19109,8.50,8.50,8.50,8.50,-0.14,-0.14,0.00,-0.00,8.70,2
19119,8.50,8.50,8.50,8.50,-1.82,-1.54,-1.12,-1.12,9.77,3
19129,8.50,8.50,8.50,8.50,-2.66,-2.52,-2.24,-2.38,9.57,4
19139,8.50,8.50,8.50,8.50,-3.51,-3.37,-3.23,-3.37,10.05,5
19149,8.50,8.50,8.50,8.50,-4.35,-4.35,-4.07,-3.93,10.71,6
19159,8.50,8.50,8.50,8.50,-5.05,-4.91,-4.77,-4.91,10.48,7
19169,8.50,8.50,8.50,8.50,-5.75,-5.61,-5.61,-5.47,11.38,8
19179,8.50,8.50,8.50,8.50,-6.17,-6.03,-6.17,-6.03,11.08,9
19189,8.50,8.50,8.50,8.50,-6.73,-6.59,-6.73,-6.73,11.48,10
19199,8.50,8.50,8.50,8.50,-7.15,-7.15,-7.29,-7.15,11.38,11
19209,8.50,8.50,8.50,8.50,-7.57,-7.43,-7.57,-7.43,11.68,12
19219,8.50,8.50,8.50,8.50,-7.99,-7.85,-8.13,-7.85,11.50,13
19229,8.50,8.50,8.50,8.50,-8.27,-8.13,-8.41,-8.13,12.02,14
19239,8.50,8.50,8.50,8.50,-8.70,-8.28,-8.55,-8.56,11.76,15
19249,8.50,8.50,8.50,8.50,-8.84,-8.70,-8.98,-8.84,12.12,16
19259,8.50,8.50,8.50,8.50,-8.98,-8.98,-9.26,-8.98,12.02,17
19269,8.50,8.50,8.50,8.50,-9.40,-9.12,-9.40,-9.26,12.22,18
19279,8.50,8.50,8.50,8.50,-9.40,-9.26,-9.54,-9.40,12.01,19
19289,8.50,8.50,8.50,8.50,-9.68,-9.54,-9.82,-9.54,12.23,20
19299,8.50,8.50,8.50,8.50,-9.82,-9.54,-9.96,-9.82,12.12,21
19309,8.50,8.50,8.50,8.50,-9.96,-9.82,-10.10,-9.82,12.23,22
19319,8.50,8.50,8.50,8.50,-10.10,-9.82,-10.24,-10.10,12.21,23
19329,8.50,8.50,8.50,8.50,-10.24,-10.10,-10.38,-10.10,12.51,24
19339,8.50,8.50,8.50,8.50,-10.38,-9.96,-10.52,-10.10,12.40,25
19349,8.50,8.50,8.50,8.50,-10.38,-10.24,-10.52,-10.38,12.49,26
19359,8.50,8.50,8.50,8.50,-10.52,-10.24,-10.66,-10.24,12.62,27
19369,8.50,8.50,8.50,8.50,-10.66,-10.24,-10.66,-10.52,12.40,28
19379,8.50,8.50,8.50,8.50,-10.66,-10.38,-10.80,-10.52,12.35,29
19389,8.50,8.50,8.50,8.50,-10.80,-10.52,-10.94,-10.52,12.42,30
19399,8.50,8.50,8.50,8.50,-10.80,-10.52,-10.94,-10.52,12.48,31
19409,8.50,8.50,8.50,8.50,-10.80,-10.52,-10.94,-10.66,12.42,32
19419,8.50,8.50,8.50,8.50,-10.94,-10.66,-11.08,-10.66,12.70,33
19429,8.50,8.50,8.50,8.50,-10.94,-10.66,-11.08,-10.66,12.50,34
19439,8.50,8.50,8.50,8.50,-11.08,-10.66,-11.08,-10.80,12.74,35
19449,8.50,8.50,8.50,8.50,-11.08,-10.66,-11.08,-10.66,12.44,36
19459,8.50,8.50,8.50,8.50,-11.08,-10.66,-11.08,-10.80,12.67,37
19469,8.50,8.50,8.50,8.50,-11.08,-10.80,-11.22,-10.80,12.46,38
19479,8.50,8.50,8.50,8.50,-11.22,-10.80,-11.22,-10.80,12.74,39
19489,8.50,8.50,8.50,8.50,-11.08,-10.94,-11.22,-10.80,12.50,40
19499,8.50,8.50,8.50,8.50,-11.22,-10.80,-11.22,-10.80,12.77,41
19509,8.50,8.50,8.50,8.50,-11.22,-10.80,-11.36,-10.94,12.53,42
19519,8.50,8.50,8.50,8.50,-11.22,-10.80,-11.36,-10.80,12.74,43
19529,8.50,8.50,8.50,8.50,-11.22,-10.94,-11.36,-10.94,12.59,44
19539,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.22,-10.94,12.70,45
19549,8.50,8.50,8.50,8.50,-11.36,-10.80,-11.36,-10.94,12.48,46
19559,8.50,8.50,8.50,8.50,-11.36,-10.80,-11.36,-10.94,12.64,47
19569,8.50,8.50,8.50,8.50,-11.22,-10.94,-11.36,-10.94,12.59,48
19579,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.36,-11.08,12.84,49
19589,8.50,8.50,8.50,8.50,-11.22,-10.94,-11.50,-10.94,12.59,50
19599,8.50,8.50,8.50,8.50,-11.50,-10.80,-11.50,-10.94,12.73,51
19609,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.36,-11.08,12.83,52
19619,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.50,-11.08,12.48,53
19629,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.50,-11.08,12.46,54
19639,8.50,8.50,8.50,8.50,-11.50,-10.80,-11.64,-10.94,12.56,55
19649,8.50,8.50,8.50,8.50,-11.50,-10.80,-11.50,-11.22,12.69,56
19659,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.50,-11.08,12.58,57
19669,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.50,-11.22,12.83,58
19679,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.36,-11.08,12.77,59
19689,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.36,-11.22,12.83,60
19699,8.50,8.50,8.50,8.50,-11.36,-10.80,-11.36,-11.22,12.61,61
19709,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.36,-11.22,12.88,62
19719,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.50,-11.22,12.60,63
19729,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.36,-11.22,12.60,64
19739,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.50,-11.22,12.60,65
19749,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.50,-11.22,12.85,66
19759,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.36,-11.22,12.57,67
19769,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.50,-11.22,12.91,68
19779,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.50,-11.22,12.59,69
19789,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.36,-11.22,12.78,70
19799,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.36,-11.22,12.62,71
19809,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.50,-11.36,12.69,72
19819,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.36,-11.22,12.65,73
19829,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.36,-11.36,12.88,74
19839,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.50,-11.22,12.58,75
19849,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.50,-11.22,12.76,76
19859,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.50,-11.36,12.66,77
19869,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.36,-11.22,12.78,78
19879,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.50,-11.22,12.60,79
19889,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.36,-11.22,12.72,80
19899,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.50,-11.36,12.58,81
19909,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.36,-11.22,12.66,82
19919,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.50,-11.22,12.66,83
19929,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.36,-11.22,12.79,84
19939,8.50,8.50,8.50,8.50,-11.36,-10.94,-11.50,-11.22,12.80,85
19949,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.36,-11.22,12.74,86
19959,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.50,-11.22,12.86,87
19969,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.36,-11.08,12.66,88
19979,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.36,-11.22,12.66,89
19989,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.50,-11.22,12.65,90
19999,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.50,-11.08,12.72,91
20009,8.50,8.50,8.50,8.50,-11.50,-10.94,-11.36,-11.08,12.68,92
20019,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.50,-11.22,12.82,93
20029,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.50,-11.08,12.76,94
20039,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.36,-11.08,12.85,95
20049,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.50,-11.08,12.70,96
20059,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.36,-11.08,12.81,97
20069,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.50,-11.22,12.62,98
20079,8.50,8.50,8.50,8.50,-11.36,-11.08,-11.36,-11.08,12.71,99
20089,8.50,8.50,8.50,8.50,-11.50,-11.08,-11.36,-11.08,12.64,0
20099,0.00,0.00,0.00,0.00,-14.31,-13.74,-14.31,-13.88,12.86,1
20109,0.00,0.00,0.00,0.00,-7.71,-7.71,-8.13,-7.71,13.22,2
20119,0.00,0.00,0.00,0.00,-8.84,-8.42,-9.12,-8.56,13.24,3
20129,0.00,0.00,0.00,0.00,-7.43,-7.01,-7.43,-7.15,13.24,4
20139,0.00,0.00,0.00,0.00,-6.03,-5.75,-6.17,-5.75,13.25,5
20149,0.00,0.00,0.00,0.00,-4.91,-4.49,-4.91,-4.63,13.26,6
20159,0.00,0.00,0.00,0.00,-3.93,-3.65,-3.79,-3.65,13.26,7
20169,0.00,0.00,0.00,0.00,-3.09,-2.81,-3.08,-2.81,13.26,8
20179,0.00,0.00,0.00,0.00,-2.38,-2.10,-2.38,-2.24,13.27,9
20189,0.00,0.00,0.00,0.00,-1.96,-1.68,-1.82,-1.68,13.27,10
20199,0.00,0.00,0.00,0.00,-1.40,-1.26,-1.40,-1.26,13.27,11
20209,0.00,0.00,0.00,0.00,-1.12,-0.98,-1.12,-0.84,13.28,12
20219,0.00,0.00,0.00,0.00,-0.70,-0.70,-0.70,-0.70,13.28,13
20229,0.00,0.00,0.00,0.00,-0.70,-0.42,-0.56,-0.42,13.28,14
20239,0.00,0.00,0.00,0.00,-0.42,-0.28,-0.42,-0.42,13.28,15
20249,0.00,0.00,0.00,0.00,-0.14,-0.28,-0.28,-0.28,13.28,16
20259,0.00,0.00,0.00,0.00,-0.28,-0.14,-0.14,-0.00,13.28,17
20269,0.00,0.00,0.00,0.00,-0.14,-0.00,-0.14,-0.00,13.28,18
20279,0.00,0.00,0.00,0.00,-0.00,-0.00,0.14,-0.00,13.28,19
20289,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.14,13.28,20
20299,0.00,0.00,0.00,0.00,-0.00,-0.00,0.14,-0.00,13.28,21
20309,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.14,13.28,22
20319,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,23
20329,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,24
20339,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,25
20349,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,26
20359,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,27
20369,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,28
20379,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,29
20389,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,30
20399,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,31
20409,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,32
20419,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,33
20429,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,34
20439,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,35
20449,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,36
20459,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,37
20469,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,38
20479,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,39
20489,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,40
20499,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,41
20509,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.29,42
20519,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,43
20529,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,44
20539,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,45
20549,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,46
20559,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,47
20569,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,48
20579,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,49
20589,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,50
20599,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,51
20609,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,52
20619,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,53
20629,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,54
20639,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,55
20649,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,56
20659,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,57
20669,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,58
20679,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,59
20689,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,60
20699,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,61
20709,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,62
20719,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,63
20729,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,64
20739,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,65
20749,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,66
20759,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,67
20769,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,68
20779,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,69
20789,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,70
20799,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,71
20809,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,72
20819,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,73
20829,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,74
20839,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,75
20849,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,76
20859,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,77
20869,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,78
20879,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,79
20889,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,80
20899,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,81
20909,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,82
20919,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,83
20929,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,84
20939,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,85
20949,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,86
20959,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,87
20969,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,88
20979,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,89
20989,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,90
20999,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,91
21009,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,92
21019,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,93
21029,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.30,94
21039,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,95
21049,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,96
21059,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,97
21069,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,98
21079,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,99
21089,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,13.31,0
21099,8.00,8.00,8.00,8.00,-0.28,-0.00,0.00,0.00,13.31,1
21109,8.00,8.00,8.00,8.00,-0.14,-0.14,0.00,-0.14,9.98,2
21119,8.00,8.00,8.00,8.00,-1.68,-1.54,-0.84,-1.12,9.32,3
21129,8.00,8.00,8.00,8.00,-2.67,-2.38,-2.10,-2.10,10.10,4
21139,8.00,8.00,8.00,8.00,-3.51,-3.51,-2.95,-3.09,10.26,5
21149,8.00,8.00,8.00,8.00,-4.07,-3.93,-3.79,-3.93,11.04,6
21159,8.00,8.00,8.00,8.00,-5.05,-4.77,-4.63,-4.63,11.16,7
21169,8.00,8.00,8.00,8.00,-5.47,-5.33,-5.33,-5.33,11.37,8
21179,8.00,8.00,8.00,8.00,-6.03,-6.03,-5.89,-5.89,11.66,9
21189,8.00,8.00,8.00,8.00,-6.45,-6.31,-6.45,-6.31,11.41,10
21199,8.00,8.00,8.00,8.00,-7.01,-6.73,-6.87,-6.73,11.43,11
21209,8.00,8.00,8.00,8.00,-7.29,-7.15,-7.29,-7.15,11.50,12
21219,8.00,8.00,8.00,8.00,-7.57,-7.57,-7.71,-7.57,11.84,13
21229,8.00,8.00,8.00,8.00,-7.99,-7.71,-8.00,-7.85,11.76,14
21239,8.00,8.00,8.00,8.00,-8.13,-7.99,-8.27,-8.13,12.18,15
21249,8.00,8.00,8.00,8.00,-8.56,-8.27,-8.56,-8.41,12.08,16
21259,8.00,8.00,8.00,8.00,-8.70,-8.42,-8.69,-8.56,12.33,17
21269,8.00,8.00,8.00,8.00,-8.84,-8.70,-8.98,-8.84,12.00,18
21279,8.00,8.00,8.00,8.00,-8.98,-8.84,-9.26,-8.98,12.35,19
21289,8.00,8.00,8.00,8.00,-9.26,-8.84,-9.26,-9.12,12.05,20
21299,8.00,8.00,8.00,8.00,-9.40,-9.12,-9.54,-9.26,12.39,21
21309,8.00,8.00,8.00,8.00,-9.40,-9.12,-9.68,-9.40,12.39,22
21319,8.00,8.00,8.00,8.00,-9.54,-9.40,-9.68,-9.54,12.66,23
21329,8.00,8.00,8.00,8.00,-9.82,-9.26,-9.82,-9.54,12.37,24
21339,8.00,8.00,8.00,8.00,-9.68,-9.54,-9.96,-9.68,12.51,25
21349,8.00,8.00,8.00,8.00,-9.96,-9.54,-9.96,-9.82,12.34,26
21359,8.00,8.00,8.00,8.00,-9.96,-9.68,-10.10,-9.82,12.46,27
21369,8.00,8.00,8.00,8.00,-9.96,-9.68,-10.10,-9.96,12.42,28
21379,8.00,8.00,8.00,8.00,-10.10,-9.82,-10.24,-9.96,12.45,29
21389,8.00,8.00,8.00,8.00,-10.24,-9.82,-10.38,-10.10,12.44,30
21399,8.00,8.00,8.00,8.00,-10.10,-9.82,-10.24,-10.10,12.75,31
21409,8.00,8.00,8.00,8.00,-10.24,-9.96,-10.38,-10.10,12.51,32
21419,8.00,8.00,8.00,8.00,-10.38,-9.96,-10.52,-10.24,12.66,33
21429,8.00,8.00,8.00,8.00,-10.24,-9.96,-10.38,-10.24,12.75,34
21439,8.00,8.00,8.00,8.00,-10.38,-10.10,-10.52,-10.24,12.67,35
21449,8.00,8.00,8.00,8.00,-10.38,-10.10,-10.52,-10.24,12.62,36
21459,8.00,8.00,8.00,8.00,-10.52,-10.10,-10.66,-10.38,12.51,37
21469,8.00,8.00,8.00,8.00,-10.38,-10.10,-10.52,-10.38,12.63,38
21479,8.00,8.00,8.00,8.00,-10.52,-10.10,-10.52,-10.38,12.40,39
21489,8.00,8.00,8.00,8.00,-10.52,-10.10,-10.66,-10.24,12.80,40
21499,8.00,8.00,8.00,8.00,-10.52,-10.24,-10.66,-10.38,12.61,41
21509,8.00,8.00,8.00,8.00,-10.52,-10.24,-10.66,-10.38,12.90,42
21519,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.66,-10.38,12.62,43
21529,8.00,8.00,8.00,8.00,-10.52,-10.24,-10.66,-10.38,12.80,44
21539,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.80,-10.52,12.60,45
21549,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.66,-10.38,12.64,46
21559,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.38,12.62,47
21569,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.66,-10.38,12.70,48
21579,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.38,12.69,49
21589,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.66,-10.52,12.82,50
21599,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.80,-10.38,12.66,51
21609,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.66,-10.38,12.70,52
21619,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.38,12.63,53
21629,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.38,12.66,54
21639,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.66,-10.38,12.66,55
21649,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.52,12.89,56
21659,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.38,12.67,57
21669,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.38,12.90,58
21679,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.80,-10.24,12.70,59
21689,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.66,-10.38,12.79,60
21699,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.38,12.46,61
21709,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.38,12.71,62
21719,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.38,12.61,63
21729,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.38,12.68,64
21739,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.38,12.64,65
21749,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.66,-10.38,12.64,66
21759,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.38,12.73,67
21769,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.52,12.73,68
21779,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.38,12.80,69
21789,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.52,12.67,70
21799,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.80,-10.38,12.88,71
21809,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.38,12.56,72
21819,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.80,-10.52,12.74,73
21829,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.38,12.60,74
21839,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.66,-10.52,12.79,75
21849,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.52,12.64,76
21859,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.80,-10.52,12.90,77
21869,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.80,-10.52,12.64,78
21879,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.80,-10.52,12.84,79
21889,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.80,-10.52,12.60,80
21899,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.66,12.79,81
21909,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.80,-10.52,12.66,82
21919,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.52,12.80,83
21929,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.80,-10.52,12.61,84
21939,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.80,-10.52,12.90,85
21949,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.80,-10.66,12.72,86
21959,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.94,-10.52,12.86,87
21969,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.52,12.56,88
21979,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.66,-10.52,12.79,89
21989,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.66,12.68,90
21999,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.80,-10.52,12.62,91
22009,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.94,-10.52,12.68,92
22019,8.00,8.00,8.00,8.00,-10.80,-10.24,-10.80,-10.66,12.89,93
22029,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.52,12.68,94
22039,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.52,12.80,95
22049,8.00,8.00,8.00,8.00,-10.66,-10.38,-10.80,-10.52,12.76,96
22059,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.94,-10.66,12.74,97
22069,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.52,12.63,98
22079,8.00,8.00,8.00,8.00,-10.66,-10.24,-10.66,-10.52,12.60,99
22089,8.00,8.00,8.00,8.00,-10.80,-10.38,-10.80,-10.66,12.64,0
22099,0.00,0.00,0.00,0.00,-13.32,-13.04,-13.60,-13.18,12.58,1
22109,0.00,0.00,0.00,0.00,-7.43,-7.01,-7.71,-7.43,13.22,2
22119,0.00,0.00,0.00,0.00,-8.27,-8.13,-8.70,-8.27,13.24,3
22129,0.00,0.00,0.00,0.00,-7.01,-6.45,-7.01,-6.73,13.24,4
22139,0.00,0.00,0.00,0.00,-5.61,-5.47,-5.89,-5.61,13.25,5
22149,0.00,0.00,0.00,0.00,-4.63,-4.21,-4.49,-4.35,13.26,6
22159,0.00,0.00,0.00,0.00,-3.65,-3.37,-3.65,-3.51,13.26,7
