Time,in_V_M1,in_V_M2,in_V_M3,in_V_M4,out_W_M1,out_W_M2,out_W_M3,out_W_M4,V_Batt,j
4099,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,1
4109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,2
4119,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,3
4129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,4
4139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,5
4149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,6
4159,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,7
4169,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,8
4179,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,9 
4189,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,10
4199,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,11
4209,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,12
4219,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,13
4229,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,14
4239,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,15
4249,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,16
4259,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,17
4269,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,18
4279,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,19
4289,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,20
4299,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,21
4309,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,22
4319,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,23
4329,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,24
4339,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,25
4349,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,26
4359,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,27
4369,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,28
4379,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,29
4389,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,30
4399,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,31
4409,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,32
4419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,33
4429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,34
4439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,35
4449,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,36
4459,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,37
4469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,38
4479,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,39
4489,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,40
4499,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,41
4509,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,42
4519,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,43
4529,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,44
4539,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,45
4549,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,46
4559,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,47
4569,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,48
4579,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,49
4589,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,50
4599,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,51
4609,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,52
4619,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,53
4629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,54
4639,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,55
4649,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,56
4659,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,57
4669,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,58
4679,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,59
4689,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,60
4699,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,61
4709,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,62
4719,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,63
4729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,64
4739,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,65
4749,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,66
4759,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,67
4769,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,68
4779,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,69
4789,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,70
4799,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,71
4809,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,72
4819,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,73
4829,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,74
4839,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,75
4849,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,76
4859,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,77
4869,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,78
4879,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,79
4889,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,80
4899,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,81
4909,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,82
4919,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,83
4929,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,84
4939,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,85
4949,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,86
4959,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,87
4969,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,88
4979,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,89
4989,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,90
4999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,91
5009,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,92
5019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,93
5029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,94
5039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,95
5049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,96
5059,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,97
5069,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.30,98
5079,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,99
5089,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,0
5099,12.00,12.00,12.00,12.00,-0.14,0.00,0.00,0.00,13.29,1
5109,12.00,12.00,12.00,12.00,-0.14,-0.14,0.00,-0.07,7.13,2
5119,12.00,12.00,12.00,12.00,-1.05,-0.91,-0.56,-0.63,7.34,3
5129,12.00,12.00,12.00,12.00,-1.61,-1.54,-1.26,-1.40,8.05,4
5139,12.00,12.00,12.00,12.00,-2.10,-1.96,-1.82,-1.82,8.30,5
5149,12.00,12.00,12.00,12.00,-2.59,-2.45,-2.38,-2.38,8.62,6
5159,12.00,12.00,12.00,12.00,-2.95,-2.95,-2.88,-2.88,8.86,7
5169,12.00,12.00,12.00,12.00,-3.37,-3.37,-3.30,-3.23,9.34,8
5179,12.00,12.00,12.00,12.00,-3.72,-3.65,-3.72,-3.65,9.56,9
5189,12.00,12.00,12.00,12.00,-4.07,-4.07,-4.14,-4.00,9.82,10
5199,12.00,12.00,12.00,12.00,-4.42,-4.35,-4.42,-4.35,10.02,11
5209,12.00,12.00,12.00,12.00,-4.63,-4.56,-4.70,-4.56,10.40,12
5219,12.00,12.00,12.00,12.00,-4.91,-4.91,-4.98,-4.84,10.45,13
5229,12.00,12.00,12.00,12.00,-5.12,-5.05,-5.26,-5.12,10.50,14
5239,12.00,12.00,12.00,12.00,-5.33,-5.33,-5.47,-5.33,10.68,15
5249,12.00,12.00,12.00,12.00,-5.54,-5.47,-5.68,-5.54,10.92,16
5259,12.00,12.00,12.00,12.00,-5.75,-5.68,-5.82,-5.68,10.98,17
5269,12.00,12.00,12.00,12.00,-5.89,-5.75,-6.03,-5.89,11.08,18
5279,12.00,12.00,12.00,12.00,-6.03,-5.96,-6.17,-6.03,11.09,19
5289,12.00,12.00,12.00,12.00,-6.24,-6.10,-6.38,-6.10,11.27,20
5299,12.00,12.00,12.00,12.00,-6.31,-6.24,-6.52,-6.31,11.28,21
5309,12.00,12.00,12.00,12.00,-6.52,-6.31,-6.59,-6.45,11.45,22
5319,12.00,12.00,12.00,12.00,-6.59,-6.45,-6.66,-6.52,11.51,23
5329,12.00,12.00,12.00,12.00,-6.66,-6.52,-6.80,-6.59,11.62,24
5339,12.00,12.00,12.00,12.00,-6.80,-6.59,-6.94,-6.73,11.56,25
5349,12.00,12.00,12.00,12.00,-6.87,-6.66,-7.01,-6.73,11.76,26
5359,12.00,12.00,12.00,12.00,-7.01,-6.80,-7.08,-6.94,11.76,27
5369,12.00,12.00,12.00,12.00,-7.08,-6.87,-7.15,-6.87,11.79,28
5379,12.00,12.00,12.00,12.00,-7.15,-6.87,-7.22,-7.01,11.88,29
5389,12.00,12.00,12.00,12.00,-7.15,-7.01,-7.29,-7.08,11.92,30
5399,12.00,12.00,12.00,12.00,-7.29,-6.94,-7.36,-7.15,11.93,31
5409,12.00,12.00,12.00,12.00,-7.36,-7.15,-7.43,-7.15,12.05,32
5419,12.00,12.00,12.00,12.00,-7.36,-7.08,-7.50,-7.22,11.90,33
5429,12.00,12.00,12.00,12.00,-7.50,-7.22,-7.50,-7.29,12.02,34
5439,12.00,12.00,12.00,12.00,-7.43,-7.22,-7.57,-7.22,12.04,35
5449,12.00,12.00,12.00,12.00,-7.57,-7.22,-7.57,-7.36,12.08,36
5459,12.00,12.00,12.00,12.00,-7.57,-7.36,-7.64,-7.36,12.07,37
5469,12.00,12.00,12.00,12.00,-7.64,-7.29,-7.64,-7.43,12.15,38
5479,12.00,12.00,12.00,12.00,-7.64,-7.43,-7.71,-7.43,12.20,39
5489,12.00,12.00,12.00,12.00,-7.71,-7.43,-7.78,-7.50,12.21,40
5499,12.00,12.00,12.00,12.00,-7.71,-7.43,-7.78,-7.50,12.13,41
5509,12.00,12.00,12.00,12.00,-7.71,-7.43,-7.78,-7.57,12.25,42
5519,12.00,12.00,12.00,12.00,-7.78,-7.50,-7.85,-7.57,12.22,43
5529,12.00,12.00,12.00,12.00,-7.85,-7.50,-7.85,-7.64,12.27,44
5539,12.00,12.00,12.00,12.00,-7.85,-7.57,-7.85,-7.57,12.23,45
5549,12.00,12.00,12.00,12.00,-7.85,-7.57,-7.92,-7.71,12.29,46
5559,12.00,12.00,12.00,12.00,-7.85,-7.57,-7.85,-7.64,12.34,47
5569,12.00,12.00,12.00,12.00,-7.92,-7.57,-7.99,-7.71,12.38,48
5579,12.00,12.00,12.00,12.00,-7.92,-7.71,-7.92,-7.78,12.29,49
5589,12.00,12.00,12.00,12.00,-7.92,-7.64,-7.92,-7.71,12.32,50
5599,12.00,12.00,12.00,12.00,-7.99,-7.64,-7.99,-7.78,12.39,51
5609,12.00,12.00,12.00,12.00,-7.92,-7.71,-7.99,-7.78,12.41,52
5619,12.00,12.00,12.00,12.00,-7.99,-7.71,-7.99,-7.78,12.36,53
5629,12.00,12.00,12.00,12.00,-7.99,-7.71,-8.06,-7.85,12.28,54
5639,12.00,12.00,12.00,12.00,-7.99,-7.71,-7.99,-7.78,12.37,55
5649,12.00,12.00,12.00,12.00,-7.99,-7.71,-8.06,-7.78,12.47,56
5659,12.00,12.00,12.00,12.00,-8.06,-7.78,-8.06,-7.85,12.35,57
5669,12.00,12.00,12.00,12.00,-7.99,-7.71,-8.06,-7.85,12.47,58
5679,12.00,12.00,12.00,12.00,-8.06,-7.71,-7.99,-7.85,12.43,59
5689,12.00,12.00,12.00,12.00,-8.06,-7.78,-8.13,-7.85,12.41,60
5699,12.00,12.00,12.00,12.00,-8.06,-7.71,-8.06,-7.92,12.43,61
5709,12.00,12.00,12.00,12.00,-8.06,-7.78,-8.13,-7.85,12.36,62
5719,12.00,12.00,12.00,12.00,-8.06,-7.78,-8.06,-7.85,12.51,63
5729,12.00,12.00,12.00,12.00,-8.06,-7.71,-8.13,-7.92,12.43,64
5739,12.00,12.00,12.00,12.00,-8.06,-7.78,-8.06,-7.85,12.39,65
5749,12.00,12.00,12.00,12.00,-8.13,-7.71,-8.13,-7.85,12.43,66
5759,12.00,12.00,12.00,12.00,-8.13,-7.78,-8.13,-7.85,12.38,67
5769,12.00,12.00,12.00,12.00,-8.13,-7.78,-8.06,-7.92,12.40,68
5779,12.00,12.00,12.00,12.00,-8.13,-7.78,-8.13,-7.85,12.35,69
5789,12.00,12.00,12.00,12.00,-8.06,-7.78,-8.13,-7.85,12.38,70
5799,12.00,12.00,12.00,12.00,-8.13,-7.78,-8.13,-7.85,12.45,71
5809,12.00,12.00,12.00,12.00,-8.13,-7.78,-8.13,-7.85,12.41,72
5819,12.00,12.00,12.00,12.00,-8.13,-7.78,-8.20,-7.85,12.46,73
5829,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.13,-7.85,12.44,74
5839,12.00,12.00,12.00,12.00,-8.13,-7.78,-8.13,-7.85,12.51,75
5849,12.00,12.00,12.00,12.00,-8.13,-7.78,-8.13,-7.85,12.47,76
5859,12.00,12.00,12.00,12.00,-8.20,-7.78,-8.20,-7.85,12.51,77
5869,12.00,12.00,12.00,12.00,-8.13,-7.85,-8.13,-7.78,12.49,78
5879,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.20,-7.85,12.54,79
5889,12.00,12.00,12.00,12.00,-8.13,-7.85,-8.13,-7.85,12.53,80
5899,12.00,12.00,12.00,12.00,-8.20,-7.78,-8.13,-7.85,12.50,81
5909,12.00,12.00,12.00,12.00,-8.13,-7.92,-8.20,-7.85,12.44,82
5919,12.00,12.00,12.00,12.00,-8.13,-7.85,-8.13,-7.85,12.54,83
5929,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.20,-7.85,12.43,84
5939,12.00,12.00,12.00,12.00,-8.13,-7.78,-8.13,-7.92,12.42,85
5949,12.00,12.00,12.00,12.00,-8.20,-7.92,-8.13,-7.85,12.48,86
5959,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.20,-7.85,12.49,87
5969,12.00,12.00,12.00,12.00,-8.13,-7.85,-8.20,-7.92,12.41,88
5979,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.13,-7.92,12.48,89
5989,12.00,12.00,12.00,12.00,-8.13,-7.92,-8.20,-7.92,12.49,90
5999,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.13,-7.92,12.50,91
6009,12.00,12.00,12.00,12.00,-8.13,-7.92,-8.20,-7.92,12.50,92
6019,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.13,-7.92,12.48,93
6029,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.20,-7.99,12.51,94
6039,12.00,12.00,12.00,12.00,-8.20,-7.92,-8.20,-7.92,12.55,95
6049,12.00,12.00,12.00,12.00,-8.13,-7.85,-8.13,-7.92,12.53,96
6059,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.20,-7.99,12.52,97
6069,12.00,12.00,12.00,12.00,-8.13,-7.85,-8.20,-7.92,12.47,98
6079,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.20,-7.99,12.52,99
6089,12.00,12.00,12.00,12.00,-8.20,-7.85,-8.13,-7.92,12.44,0
6099,0.00,0.00,0.00,0.00,-10.24,-9.89,-10.24,-9.96,12.49,1
6109,0.00,0.00,0.00,0.00,-5.68,-5.47,-5.89,-5.61,13.16,2
6119,0.00,0.00,0.00,0.00,-6.66,-6.24,-6.73,-6.52,13.17,3
6129,0.00,0.00,0.00,0.00,-5.61,-5.26,-5.68,-5.40,13.18,4
6139,0.00,0.00,0.00,0.00,-4.77,-4.35,-4.63,-4.56,13.19,5
6149,0.00,0.00,0.00,0.00,-3.93,-3.58,-3.86,-3.65,13.20,6
6159,0.00,0.00,0.00,0.00,-3.30,-2.88,-3.16,-3.02,13.20,7
6169,0.00,0.00,0.00,0.00,-2.59,-2.31,-2.45,-2.38,13.20,8
6179,0.00,0.00,0.00,0.00,-2.10,-1.82,-1.96,-1.89,13.21,9
6189,0.00,0.00,0.00,0.00,-1.68,-1.40,-1.54,-1.54,13.21,10
6199,0.00,0.00,0.00,0.00,-1.33,-1.12,-1.19,-1.12,13.22,11
6209,0.00,0.00,0.00,0.00,-1.05,-0.91,-0.91,-0.91,13.22,12
6219,0.00,0.00,0.00,0.00,-0.84,-0.63,-0.70,-0.63,13.22,13
6229,0.00,0.00,0.00,0.00,-0.56,-0.49,-0.49,-0.49,13.22,14
6239,0.00,0.00,0.00,0.00,-0.49,-0.42,-0.42,-0.42,13.23,15
6249,0.00,0.00,0.00,0.00,-0.28,-0.28,-0.21,-0.21,13.23,16
6259,0.00,0.00,0.00,0.00,-0.28,-0.14,-0.21,-0.21,13.23,17
6269,0.00,0.00,0.00,0.00,-0.14,-0.07,-0.14,-0.14,13.23,18
6279,0.00,0.00,0.00,0.00,-0.07,-0.07,-0.07,-0.07,13.23,19
6289,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,13.23,20
6299,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,21
6309,0.00,0.00,0.00,0.00,-0.07,0.00,0.00,0.00,13.24,22
6319,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,23
6329,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,24
6339,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,25
6349,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,26
6359,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,27
6369,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,28
6379,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,29
6389,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,30
6399,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,31
6409,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,32
6419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,33
6429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,34
6439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,35
6449,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,36
6459,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,37
6469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,38
6479,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,39
6489,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,40
6499,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,41
6509,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,42
6519,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,43
6529,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,44
6539,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,45
6549,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,46
6559,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,47
6569,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,48
6579,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,49
6589,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,50
6599,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,51
6609,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,52
6619,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,53
6629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,54
6639,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,55
6649,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,56
6659,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,57
6669,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,58
6679,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,59
6689,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,60
6699,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,61
6709,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,62
6719,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,63
6729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,64
6739,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,65
6749,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,66
6759,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,67
6769,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,68
6779,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,69
6789,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,70
6799,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,71
6809,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,72
6819,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,73
6829,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,74
6839,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,75
6849,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,76
6859,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,77
6869,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,78
6879,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,79
6889,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,80
6899,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,81
6909,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,82
6919,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,83
6929,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,84
6939,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,85
6949,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,86
6959,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,87
6969,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,88
6979,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,89
6989,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,90
6999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,91
7009,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,92
7019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,93
7029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,94
7039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,95
7049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,96
7059,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,97
7069,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,98
7079,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,99
7089,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,0
7099,11.50,11.50,11.50,11.50,-0.14,-0.07,0.00,0.00,13.26,1
7109,11.50,11.50,11.50,11.50,-0.14,-0.07,-0.07,0.00,6.93,2
7119,11.50,11.50,11.50,11.50,-1.12,-0.84,-0.49,-0.70,8.16,3
7129,11.50,11.50,11.50,11.50,-1.54,-1.47,-1.26,-1.26,8.01,4
7139,11.50,11.50,11.50,11.50,-2.10,-1.96,-1.82,-1.82,8.52,5
7149,11.50,11.50,11.50,11.50,-2.52,-2.38,-2.31,-2.31,9.19,6
7159,11.50,11.50,11.50,11.50,-2.95,-2.80,-2.80,-2.73,9.38,7
7169,11.50,11.50,11.50,11.50,-3.30,-3.23,-3.30,-3.23,9.23,8
7179,11.50,11.50,11.50,11.50,-3.65,-3.65,-3.65,-3.51,9.70,9
7189,11.50,11.50,11.50,11.50,-4.00,-3.86,-4.00,-3.86,9.95,10
7199,11.50,11.50,11.50,11.50,-4.28,-4.21,-4.35,-4.21,10.27,11
7209,11.50,11.50,11.50,11.50,-4.56,-4.42,-4.63,-4.42,10.31,12
7219,11.50,11.50,11.50,11.50,-4.77,-4.70,-4.84,-4.70,10.64,13
7229,11.50,11.50,11.50,11.50,-4.98,-4.91,-5.12,-4.91,10.79,14
7239,11.50,11.50,11.50,11.50,-5.19,-5.12,-5.33,-5.12,10.92,15
7249,11.50,11.50,11.50,11.50,-5.47,-5.26,-5.47,-5.26,10.99,16
7259,11.50,11.50,11.50,11.50,-5.54,-5.47,-5.68,-5.47,10.98,17
7269,11.50,11.50,11.50,11.50,-5.75,-5.61,-5.89,-5.68,11.08,18
7279,11.50,11.50,11.50,11.50,-5.89,-5.82,-6.03,-5.75,11.30,19
7289,11.50,11.50,11.50,11.50,-6.03,-5.82,-6.17,-5.89,11.38,20
7299,11.50,11.50,11.50,11.50,-6.17,-6.03,-6.24,-6.03,11.40,21
7309,11.50,11.50,11.50,11.50,-6.24,-6.17,-6.38,-6.17,11.60,22
7319,11.50,11.50,11.50,11.50,-6.38,-6.17,-6.52,-6.24,11.67,23
7329,11.50,11.50,11.50,11.50,-6.52,-6.31,-6.59,-6.38,11.76,24
7339,11.50,11.50,11.50,11.50,-6.52,-6.45,-6.73,-6.45,11.73,25
